             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
      41129656_174    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_175    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_176    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_177    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_178    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_179    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_180    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_181    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_182    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_183    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_184    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_185    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_186    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_187    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_188    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_189    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_190    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_191    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_192    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_193    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_194    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_195    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_196    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_197    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_198    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_199    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
      41129656_200    shared g4ds_cyl victorgc  R   19:25:50      1 node-0095
        41129656_1    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_2    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_3    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_4    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_5    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_6    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_7    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_8    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
        41129656_9    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
       41129656_10    shared g4ds_cyl victorgc  R   19:26:13      1 node-0053
       41129656_11    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_12    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_13    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_14    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_15    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_16    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_17    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_18    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_19    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_20    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_21    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_22    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_23    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_24    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_25    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_26    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_27    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_28    shared g4ds_cyl victorgc  R   19:26:13      1 node-0022
       41129656_29    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_30    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_31    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_32    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_33    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_34    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_35    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_36    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_37    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_38    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_39    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_40    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_41    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_42    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_43    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_44    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_45    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_46    shared g4ds_cyl victorgc  R   19:26:13      1 node-0023
       41129656_47    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_48    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_49    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_50    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_51    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_52    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_53    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_54    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_55    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_56    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_57    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_58    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_59    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_60    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_61    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_62    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_63    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_64    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_65    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_66    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_67    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_68    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_69    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_70    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_71    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_72    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_73    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_74    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_75    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_76    shared g4ds_cyl victorgc  R   19:26:13      1 node-0306
       41129656_77    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_78    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_79    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_80    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_81    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_82    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_83    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_84    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_85    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_86    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_87    shared g4ds_cyl victorgc  R   19:26:13      1 node-0048
       41129656_88    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_89    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_90    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_91    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_92    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_93    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_94    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_95    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_96    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_97    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_98    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
       41129656_99    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
      41129656_100    shared g4ds_cyl victorgc  R   19:26:13      1 node-0049
      41128822_160    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_161    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_162    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_163    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_164    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_165    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_166    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_167    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_168    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_169    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_170    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_171    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_172    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_173    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0027
      41128822_174    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_175    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_176    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_177    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_178    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_179    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_180    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_181    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_182    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_183    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_184    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_185    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_186    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_187    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_188    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_189    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_190    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_191    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_192    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0028
      41128822_193    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
      41128822_194    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
      41128822_195    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
      41128822_196    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
      41128822_197    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
      41128822_198    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
      41128822_199    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
      41128822_200    shared g4dsnwS1 victorgc  R 1-02:12:28      1 node-0048
       41128822_84    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_85    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_86    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_87    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_88    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_89    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_90    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_91    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_92    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_93    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_94    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_95    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_96    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0175
       41128822_97    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
       41128822_98    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
       41128822_99    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_100    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_101    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_102    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_103    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_104    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_105    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_106    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_107    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_108    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_109    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_110    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_111    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_112    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_113    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_114    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_115    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0176
      41128822_116    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_117    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_118    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_119    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_120    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_121    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_122    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_123    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_124    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_125    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_126    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_127    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_128    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_129    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_130    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_131    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_132    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_133    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_134    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0177
      41128822_136    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_137    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_138    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_139    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_140    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_141    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_142    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_143    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_144    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_145    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_146    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_147    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_148    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_149    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_150    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_151    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_152    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_153    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_154    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0026
      41128822_155    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0027
      41128822_156    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0027
      41128822_157    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0027
      41128822_158    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0027
      41128822_159    shared g4dsnwS1 victorgc  R 1-02:12:29      1 node-0027
       41128822_15    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_16    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_17    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_18    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_19    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_20    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_21    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_22    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_23    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_24    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0011
       41128822_25    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_26    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_27    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_28    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_29    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_30    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_31    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_32    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_33    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_34    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_35    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_36    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_37    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_38    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_39    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0010
       41128822_40    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_41    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_42    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_43    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_44    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_45    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_46    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_47    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_48    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_49    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_50    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_51    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_52    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_53    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_54    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_55    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_56    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_57    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_58    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0045
       41128822_59    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_60    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_61    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_62    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_63    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_64    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_65    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_66    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_67    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_68    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_69    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_70    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_71    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_72    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_73    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_74    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_75    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_76    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_77    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0046
       41128822_78    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0175
       41128822_79    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0175
       41128822_80    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0175
       41128822_81    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0175
       41128822_82    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0175
       41128822_83    shared g4dsnwS1 victorgc  R 1-02:12:45      1 node-0175
        41128822_1    shared g4dsnwS1 victorgc  R 1-02:12:46      1 node-0022
        41128822_2    shared g4dsnwS1 victorgc  R 1-02:12:46      1 node-0023
          41112554    shared  1.0-5.0     bloi  R 2-18:47:43      1 node-0029
          41112529    shared  0.1-0.5     bloi  R 2-18:38:48      1 node-0031
          41112536    shared  0.1-4.0     bloi  R 2-10:32:36      1 node-0283
          41112533    shared  0.1-2.5     bloi  R 2-09:23:48      1 node-0024
          41112534    shared  0.1-3.0     bloi  R 2-09:23:48      1 node-0024
          41134971    shared  4.0-5.0     bloi  R    3:30:14      1 node-0285
          41131844    shared  4.0-4.5     bloi  R   17:33:57      1 node-0084
          41131841    shared  4.0-4.0     bloi  R   17:35:07      1 node-0084
          41131799    shared  4.0-3.5     bloi  R   17:40:53      1 node-0083
          41131797    shared  4.0-3.0     bloi  R   17:41:13      1 node-0083
          41131796    shared  4.0-2.5     bloi  R   17:41:33      1 node-0082
          41131795    shared  4.0-2.0     bloi  R   17:41:56      1 node-0082
          41131794    shared  4.0-1.5     bloi  R   17:42:17      1 node-0080
          41131790    shared  4.0-1.0     bloi  R   17:42:49      1 node-0080
          41130850    shared  3.0-6.0     bloi  R   17:44:52      1 node-0284
          41130410    shared  3.0-5.5     bloi  R   17:47:46      1 node-0283
          41130394    shared  3.0-5.0     bloi  R   17:50:36      1 node-0302
          41130390    shared  3.0-4.5     bloi  R   17:50:58      1 node-0302
          41130380    shared  3.0-4.0     bloi  R   17:51:44      1 node-0302
          41130375    shared  3.0-3.5     bloi  R   17:52:15      1 node-0294
          41130369    shared  3.0-3.0     bloi  R   17:52:38      1 node-0294
          41130366    shared  3.0-2.5     bloi  R   17:53:00      1 node-0294
          41130361    shared  3.0-2.0     bloi  R   17:53:21      1 node-0294
          41130277    shared  3.0-1.5     bloi  R   17:54:04      1 node-0281
          41129090    shared addingNe     bloi  R   20:57:06      1 node-0029
          41118815    shared 50-1.0-b  allenv8  R 2-19:39:31      1 node-0055
          41118816    shared 26-1.0-b  allenv8  R 2-19:39:13      1 node-0101
          41118817    shared 31-1.50-  allenv8  R 2-19:38:28      1 node-0100
          41129083    shared 36-0.0-b  allenv8  R   21:37:02      1 node-0011
          41128635    shared 36-0.25-  allenv8  R 1-11:16:29      1 node-0288
          41127399 shared-lo sys/dash  inometa  R 1-15:44:02      1 node-0288
          41112228 shared-lo Mc7apart jschierj  R 2-10:25:44      1 node-0293
          41136679     torri   matlab mille285  R   16:30:27      1 node-0307
          41149982      vmap vp-clean     vmap PD       0:00      1 (BeginTime)
          41155762      vmap vp-cron-     vmap PD       0:00      1 (BeginTime)
          41131843      vmap vp-cron-     vmap PD       0:00      1 (BeginTime)
          41140260      vmap ml-sumbm moisseev  R    9:34:31      1 node-0269
          41155761      vmap vp-main-     vmap  R    5:34:03      1 node-0269
